Area (level 1),Area (level 2),Area (level 3),Age group in years,Indicator,Value
KOSHI,Ilam,Rong Gaunpalika,75-79 Yrs.,Population - Female,127
KOSHI,Ilam,Rong Gaunpalika,80-84 Yrs.,Population - Total,114
KOSHI,Ilam,Rong Gaunpalika,80-84 Yrs.,Population - Male,55
KOSHI,Ilam,Rong Gaunpalika,80-84 Yrs.,Population - Female,59
KOSHI,Ilam,Rong Gaunpalika,85-89 Yrs.,Population - Total,81
KOSHI,Ilam,Rong Gaunpalika,85-89 Yrs.,Population - Male,41
KOSHI,Ilam,Rong Gaunpalika,85-89 Yrs.,Population - Female,40
KOSHI,Ilam,Rong Gaunpalika,90-94 Yrs.,Population - Total,13
KOSHI,Ilam,Rong Gaunpalika,90-94 Yrs.,Population - Male,8
KOSHI,Ilam,Rong Gaunpalika,90-94 Yrs.,Population - Female,5
KOSHI,Ilam,Rong Gaunpalika,95+ Yrs.,Population - Total,4
KOSHI,Ilam,Rong Gaunpalika,95+ Yrs.,Population - Male,2
KOSHI,Ilam,Rong Gaunpalika,95+ Yrs.,Population - Female,2
KOSHI,Ilam,INSTITUTIONAL,All Ages,Population - Total,1406
KOSHI,Ilam,INSTITUTIONAL,All Ages,Population - Male,1288
KOSHI,Ilam,INSTITUTIONAL,All Ages,Population - Female,118
KOSHI,Ilam,INSTITUTIONAL,00-04 Yrs.,Population - Total,18
KOSHI,Ilam,INSTITUTIONAL,00-04 Yrs.,Population - Male,5
KOSHI,Ilam,INSTITUTIONAL,00-04 Yrs.,Population - Female,13
KOSHI,Ilam,INSTITUTIONAL,05-09 Yrs.,Population - Total,6
KOSHI,Ilam,INSTITUTIONAL,05-09 Yrs.,Population - Male,5
KOSHI,Ilam,INSTITUTIONAL,05-09 Yrs.,Population - Female,1
KOSHI,Ilam,INSTITUTIONAL,10-14 Yrs.,Population - Total,1
KOSHI,Ilam,INSTITUTIONAL,10-14 Yrs.,Population - Male,1
KOSHI,Ilam,INSTITUTIONAL,10-14 Yrs.,Population - Female,0
KOSHI,Ilam,INSTITUTIONAL,15-19 Yrs.,Population - Total,5
KOSHI,Ilam,INSTITUTIONAL,15-19 Yrs.,Population - Male,5
KOSHI,Ilam,INSTITUTIONAL,15-19 Yrs.,Population - Female,0
KOSHI,Ilam,INSTITUTIONAL,20-24 Yrs.,Population - Total,300
KOSHI,Ilam,INSTITUTIONAL,20-24 Yrs.,Population - Male,256
KOSHI,Ilam,INSTITUTIONAL,20-24 Yrs.,Population - Female,44
KOSHI,Ilam,INSTITUTIONAL,25-29 Yrs.,Population - Total,333
KOSHI,Ilam,INSTITUTIONAL,25-29 Yrs.,Population - Male,300
KOSHI,Ilam,INSTITUTIONAL,25-29 Yrs.,Population - Female,33
KOSHI,Ilam,INSTITUTIONAL,30-34 Yrs.,Population - Total,317
KOSHI,Ilam,INSTITUTIONAL,30-34 Yrs.,Population - Male,306
KOSHI,Ilam,INSTITUTIONAL,30-34 Yrs.,Population - Female,11
KOSHI,Ilam,INSTITUTIONAL,35-39 Yrs.,Population - Total,257
KOSHI,Ilam,INSTITUTIONAL,35-39 Yrs.,Population - Male,249
KOSHI,Ilam,INSTITUTIONAL,35-39 Yrs.,Population - Female,8
KOSHI,Ilam,INSTITUTIONAL,40-44 Yrs.,Population - Total,83
KOSHI,Ilam,INSTITUTIONAL,40-44 Yrs.,Population - Male,80
KOSHI,Ilam,INSTITUTIONAL,40-44 Yrs.,Population - Female,3
KOSHI,Ilam,INSTITUTIONAL,45-49 Yrs.,Population - Total,42
KOSHI,Ilam,INSTITUTIONAL,45-49 Yrs.,Population - Male,40
KOSHI,Ilam,INSTITUTIONAL,45-49 Yrs.,Population - Female,2
KOSHI,Ilam,INSTITUTIONAL,50-54 Yrs.,Population - Total,19
KOSHI,Ilam,INSTITUTIONAL,50-54 Yrs.,Population - Male,17
KOSHI,Ilam,INSTITUTIONAL,50-54 Yrs.,Population - Female,2
KOSHI,Ilam,INSTITUTIONAL,55-59 Yrs.,Population - Total,7
KOSHI,Ilam,INSTITUTIONAL,55-59 Yrs.,Population - Male,6
KOSHI,Ilam,INSTITUTIONAL,55-59 Yrs.,Population - Female,1
KOSHI,Ilam,INSTITUTIONAL,60-64 Yrs.,Population - Total,6
KOSHI,Ilam,INSTITUTIONAL,60-64 Yrs.,Population - Male,6
KOSHI,Ilam,INSTITUTIONAL,60-64 Yrs.,Population - Female,0
KOSHI,Ilam,INSTITUTIONAL,65-69 Yrs.,Population - Total,5
KOSHI,Ilam,INSTITUTIONAL,65-69 Yrs.,Population - Male,5
KOSHI,Ilam,INSTITUTIONAL,65-69 Yrs.,Population - Female,0
KOSHI,Ilam,INSTITUTIONAL,70-74 Yrs.,Population - Total,6
KOSHI,Ilam,INSTITUTIONAL,70-74 Yrs.,Population - Male,6
KOSHI,Ilam,INSTITUTIONAL,70-74 Yrs.,Population - Female,0
KOSHI,Ilam,INSTITUTIONAL,75-79 Yrs.,Population - Total,1
KOSHI,Ilam,INSTITUTIONAL,75-79 Yrs.,Population - Male,1
KOSHI,Ilam,INSTITUTIONAL,75-79 Yrs.,Population - Female,0
KOSHI,Ilam,INSTITUTIONAL,80-84 Yrs.,Population - Total,0
KOSHI,Ilam,INSTITUTIONAL,80-84 Yrs.,Population - Male,0
KOSHI,Ilam,INSTITUTIONAL,80-84 Yrs.,Population - Female,0
KOSHI,Ilam,INSTITUTIONAL,85-89 Yrs.,Population - Total,0
KOSHI,Ilam,INSTITUTIONAL,85-89 Yrs.,Population - Male,0
KOSHI,Ilam,INSTITUTIONAL,85-89 Yrs.,Population - Female,0
KOSHI,Ilam,INSTITUTIONAL,90-94 Yrs.,Population - Total,0
KOSHI,Ilam,INSTITUTIONAL,90-94 Yrs.,Population - Male,0
KOSHI,Ilam,INSTITUTIONAL,90-94 Yrs.,Population - Female,0
KOSHI,Ilam,INSTITUTIONAL,95+ Yrs.,Population - Total,0
KOSHI,Ilam,INSTITUTIONAL,95+ Yrs.,Population - Male,0
KOSHI,Ilam,INSTITUTIONAL,95+ Yrs.,Population - Female,0
KOSHI,Jhapa,,All Ages,Population - Total,998054
KOSHI,Jhapa,,All Ages,Population - Male,478509
KOSHI,Jhapa,,All Ages,Population - Female,519545
KOSHI,Jhapa,,00-04 Yrs.,Population - Total,73039
KOSHI,Jhapa,,00-04 Yrs.,Population - Male,38008
KOSHI,Jhapa,,00-04 Yrs.,Population - Female,35031
KOSHI,Jhapa,,05-09 Yrs.,Population - Total,88273
KOSHI,Jhapa,,05-09 Yrs.,Population - Male,45765
KOSHI,Jhapa,,05-09 Yrs.,Population - Female,42508
KOSHI,Jhapa,,10-14 Yrs.,Population - Total,88726
KOSHI,Jhapa,,10-14 Yrs.,Population - Male,45313
KOSHI,Jhapa,,10-14 Yrs.,Population - Female,43413
KOSHI,Jhapa,,15-19 Yrs.,Population - Total,93311
KOSHI,Jhapa,,15-19 Yrs.,Population - Male,46445
KOSHI,Jhapa,,15-19 Yrs.,Population - Female,46866
KOSHI,Jhapa,,20-24 Yrs.,Population - Total,85420
KOSHI,Jhapa,,20-24 Yrs.,Population - Male,38644
KOSHI,Jhapa,,20-24 Yrs.,Population - Female,46776
KOSHI,Jhapa,,25-29 Yrs.,Population - Total,80245
KOSHI,Jhapa,,25-29 Yrs.,Population - Male,33984
KOSHI,Jhapa,,25-29 Yrs.,Population - Female,46261
KOSHI,Jhapa,,30-34 Yrs.,Population - Total,76793
KOSHI,Jhapa,,30-34 Yrs.,Population - Male,32879
KOSHI,Jhapa,,30-34 Yrs.,Population - Female,43914
KOSHI,Jhapa,,35-39 Yrs.,Population - Total,76496
KOSHI,Jhapa,,35-39 Yrs.,Population - Male,34172
KOSHI,Jhapa,,35-39 Yrs.,Population - Female,42324
KOSHI,Jhapa,,40-44 Yrs.,Population - Total,69996
KOSHI,Jhapa,,40-44 Yrs.,Population - Male,33210
KOSHI,Jhapa,,40-44 Yrs.,Population - Female,36786
KOSHI,Jhapa,,45-49 Yrs.,Population - Total,55853
KOSHI,Jhapa,,45-49 Yrs.,Population - Male,27116
KOSHI,Jhapa,,45-49 Yrs.,Population - Female,28737
KOSHI,Jhapa,,50-54 Yrs.,Population - Total,55422
KOSHI,Jhapa,,50-54 Yrs.,Population - Male,27392
KOSHI,Jhapa,,50-54 Yrs.,Population - Female,28030
KOSHI,Jhapa,,55-59 Yrs.,Population - Total,41388
KOSHI,Jhapa,,55-59 Yrs.,Population - Male,20567
KOSHI,Jhapa,,55-59 Yrs.,Population - Female,20821
KOSHI,Jhapa,,60-64 Yrs.,Population - Total,35887
KOSHI,Jhapa,,60-64 Yrs.,Population - Male,17402
KOSHI,Jhapa,,60-64 Yrs.,Population - Female,18485
KOSHI,Jhapa,,65-69 Yrs.,Population - Total,29092
KOSHI,Jhapa,,65-69 Yrs.,Population - Male,14080
KOSHI,Jhapa,,65-69 Yrs.,Population - Female,15012
KOSHI,Jhapa,,70-74 Yrs.,Population - Total,21960
KOSHI,Jhapa,,70-74 Yrs.,Population - Male,10726
KOSHI,Jhapa,,70-74 Yrs.,Population - Female,11234
KOSHI,Jhapa,,75-79 Yrs.,Population - Total,13531
KOSHI,Jhapa,,75-79 Yrs.,Population - Male,6669
KOSHI,Jhapa,,75-79 Yrs.,Population - Female,6862
KOSHI,Jhapa,,80-84 Yrs.,Population - Total,6994
KOSHI,Jhapa,,80-84 Yrs.,Population - Male,3546
KOSHI,Jhapa,,80-84 Yrs.,Population - Female,3448
KOSHI,Jhapa,,85-89 Yrs.,Population - Total,3790
KOSHI,Jhapa,,85-89 Yrs.,Population - Male,1813
KOSHI,Jhapa,,85-89 Yrs.,Population - Female,1977
KOSHI,Jhapa,,90-94 Yrs.,Population - Total,1261
KOSHI,Jhapa,,90-94 Yrs.,Population - Male,564
KOSHI,Jhapa,,90-94 Yrs.,Population - Female,697
KOSHI,Jhapa,,95+ Yrs.,Population - Total,577
KOSHI,Jhapa,,95+ Yrs.,Population - Male,214
KOSHI,Jhapa,,95+ Yrs.,Population - Female,363
KOSHI,Jhapa,Mechinagar Municipality,All Ages,Population - Total,133073
KOSHI,Jhapa,Mechinagar Municipality,All Ages,Population - Male,64001
KOSHI,Jhapa,Mechinagar Municipality,All Ages,Population - Female,69072
KOSHI,Jhapa,Mechinagar Municipality,00-04 Yrs.,Population - Total,8958
KOSHI,Jhapa,Mechinagar Municipality,00-04 Yrs.,Population - Male,4693
KOSHI,Jhapa,Mechinagar Municipality,00-04 Yrs.,Population - Female,4265
KOSHI,Jhapa,Mechinagar Municipality,05-09 Yrs.,Population - Total,10963
KOSHI,Jhapa,Mechinagar Municipality,05-09 Yrs.,Population - Male,5735
KOSHI,Jhapa,Mechinagar Municipality,05-09 Yrs.,Population - Female,5228
KOSHI,Jhapa,Mechinagar Municipality,10-14 Yrs.,Population - Total,11212
KOSHI,Jhapa,Mechinagar Municipality,10-14 Yrs.,Population - Male,5612
KOSHI,Jhapa,Mechinagar Municipality,10-14 Yrs.,Population - Female,5600
KOSHI,Jhapa,Mechinagar Municipality,15-19 Yrs.,Population - Total,12070
KOSHI,Jhapa,Mechinagar Municipality,15-19 Yrs.,Population - Male,6015
KOSHI,Jhapa,Mechinagar Municipality,15-19 Yrs.,Population - Female,6055
KOSHI,Jhapa,Mechinagar Municipality,20-24 Yrs.,Population - Total,11332
KOSHI,Jhapa,Mechinagar Municipality,20-24 Yrs.,Population - Male,5142
KOSHI,Jhapa,Mechinagar Municipality,20-24 Yrs.,Population - Female,6190
KOSHI,Jhapa,Mechinagar Municipality,25-29 Yrs.,Population - Total,11037
KOSHI,Jhapa,Mechinagar Municipality,25-29 Yrs.,Population - Male,4768
KOSHI,Jhapa,Mechinagar Municipality,25-29 Yrs.,Population - Female,6269
KOSHI,Jhapa,Mechinagar Municipality,30-34 Yrs.,Population - Total,10467
KOSHI,Jhapa,Mechinagar Municipality,30-34 Yrs.,Population - Male,4592
KOSHI,Jhapa,Mechinagar Municipality,30-34 Yrs.,Population - Female,5875
KOSHI,Jhapa,Mechinagar Municipality,35-39 Yrs.,Population - Total,10371
KOSHI,Jhapa,Mechinagar Municipality,35-39 Yrs.,Population - Male,4665
KOSHI,Jhapa,Mechinagar Municipality,35-39 Yrs.,Population - Female,5706
KOSHI,Jhapa,Mechinagar Municipality,40-44 Yrs.,Population - Total,9651
KOSHI,Jhapa,Mechinagar Municipality,40-44 Yrs.,Population - Male,4650
KOSHI,Jhapa,Mechinagar Municipality,40-44 Yrs.,Population - Female,5001
KOSHI,Jhapa,Mechinagar Municipality,45-49 Yrs.,Population - Total,7962
KOSHI,Jhapa,Mechinagar Municipality,45-49 Yrs.,Population - Male,3820
KOSHI,Jhapa,Mechinagar Municipality,45-49 Yrs.,Population - Female,4142
KOSHI,Jhapa,Mechinagar Municipality,50-54 Yrs.,Population - Total,7787
KOSHI,Jhapa,Mechinagar Municipality,50-54 Yrs.,Population - Male,3822
KOSHI,Jhapa,Mechinagar Municipality,50-54 Yrs.,Population - Female,3965
KOSHI,Jhapa,Mechinagar Municipality,55-59 Yrs.,Population - Total,5846
KOSHI,Jhapa,Mechinagar Municipality,55-59 Yrs.,Population - Male,2929
KOSHI,Jhapa,Mechinagar Municipality,55-59 Yrs.,Population - Female,2917
KOSHI,Jhapa,Mechinagar Municipality,60-64 Yrs.,Population - Total,5137
KOSHI,Jhapa,Mechinagar Municipality,60-64 Yrs.,Population - Male,2548
KOSHI,Jhapa,Mechinagar Municipality,60-64 Yrs.,Population - Female,2589
KOSHI,Jhapa,Mechinagar Municipality,65-69 Yrs.,Population - Total,3919
KOSHI,Jhapa,Mechinagar Municipality,65-69 Yrs.,Population - Male,1893
KOSHI,Jhapa,Mechinagar Municipality,65-69 Yrs.,Population - Female,2026
KOSHI,Jhapa,Mechinagar Municipality,70-74 Yrs.,Population - Total,3023
KOSHI,Jhapa,Mechinagar Municipality,70-74 Yrs.,Population - Male,1440
KOSHI,Jhapa,Mechinagar Municipality,70-74 Yrs.,Population - Female,1583
KOSHI,Jhapa,Mechinagar Municipality,75-79 Yrs.,Population - Total,1782
KOSHI,Jhapa,Mechinagar Municipality,75-79 Yrs.,Population - Male,914
KOSHI,Jhapa,Mechinagar Municipality,75-79 Yrs.,Population - Female,868
KOSHI,Jhapa,Mechinagar Municipality,80-84 Yrs.,Population - Total,851
KOSHI,Jhapa,Mechinagar Municipality,80-84 Yrs.,Population - Male,430
KOSHI,Jhapa,Mechinagar Municipality,80-84 Yrs.,Population - Female,421
KOSHI,Jhapa,Mechinagar Municipality,85-89 Yrs.,Population - Total,487
KOSHI,Jhapa,Mechinagar Municipality,85-89 Yrs.,Population - Male,243
KOSHI,Jhapa,Mechinagar Municipality,85-89 Yrs.,Population - Female,244
KOSHI,Jhapa,Mechinagar Municipality,90-94 Yrs.,Population - Total,148
KOSHI,Jhapa,Mechinagar Municipality,90-94 Yrs.,Population - Male,69
KOSHI,Jhapa,Mechinagar Municipality,90-94 Yrs.,Population - Female,79
KOSHI,Jhapa,Mechinagar Municipality,95+ Yrs.,Population - Total,70
KOSHI,Jhapa,Mechinagar Municipality,95+ Yrs.,Population - Male,21
KOSHI,Jhapa,Mechinagar Municipality,95+ Yrs.,Population - Female,49
KOSHI,Jhapa,Buddhashanti Gaunpalika,All Ages,Population - Total,53010
KOSHI,Jhapa,Buddhashanti Gaunpalika,All Ages,Population - Male,25260
KOSHI,Jhapa,Buddhashanti Gaunpalika,All Ages,Population - Female,27750
KOSHI,Jhapa,Buddhashanti Gaunpalika,00-04 Yrs.,Population - Total,3970
KOSHI,Jhapa,Buddhashanti Gaunpalika,00-04 Yrs.,Population - Male,2077
KOSHI,Jhapa,Buddhashanti Gaunpalika,00-04 Yrs.,Population - Female,1893
KOSHI,Jhapa,Buddhashanti Gaunpalika,05-09 Yrs.,Population - Total,4670
KOSHI,Jhapa,Buddhashanti Gaunpalika,05-09 Yrs.,Population - Male,2382
KOSHI,Jhapa,Buddhashanti Gaunpalika,05-09 Yrs.,Population - Female,2288
KOSHI,Jhapa,Buddhashanti Gaunpalika,10-14 Yrs.,Population - Total,4367
KOSHI,Jhapa,Buddhashanti Gaunpalika,10-14 Yrs.,Population - Male,2206
KOSHI,Jhapa,Buddhashanti Gaunpalika,10-14 Yrs.,Population - Female,2161
KOSHI,Jhapa,Buddhashanti Gaunpalika,15-19 Yrs.,Population - Total,4614
KOSHI,Jhapa,Buddhashanti Gaunpalika,15-19 Yrs.,Population - Male,2272
KOSHI,Jhapa,Buddhashanti Gaunpalika,15-19 Yrs.,Population - Female,2342
KOSHI,Jhapa,Buddhashanti Gaunpalika,20-24 Yrs.,Population - Total,4220
KOSHI,Jhapa,Buddhashanti Gaunpalika,20-24 Yrs.,Population - Male,1848
KOSHI,Jhapa,Buddhashanti Gaunpalika,20-24 Yrs.,Population - Female,2372
KOSHI,Jhapa,Buddhashanti Gaunpalika,25-29 Yrs.,Population - Total,4532
KOSHI,Jhapa,Buddhashanti Gaunpalika,25-29 Yrs.,Population - Male,1880
KOSHI,Jhapa,Buddhashanti Gaunpalika,25-29 Yrs.,Population - Female,2652
KOSHI,Jhapa,Buddhashanti Gaunpalika,30-34 Yrs.,Population - Total,4273
KOSHI,Jhapa,Buddhashanti Gaunpalika,30-34 Yrs.,Population - Male,1853
KOSHI,Jhapa,Buddhashanti Gaunpalika,30-34 Yrs.,Population - Female,2420
KOSHI,Jhapa,Buddhashanti Gaunpalika,35-39 Yrs.,Population - Total,3892
KOSHI,Jhapa,Buddhashanti Gaunpalika,35-39 Yrs.,Population - Male,1781
KOSHI,Jhapa,Buddhashanti Gaunpalika,35-39 Yrs.,Population - Female,2111
KOSHI,Jhapa,Buddhashanti Gaunpalika,40-44 Yrs.,Population - Total,3454
KOSHI,Jhapa,Buddhashanti Gaunpalika,40-44 Yrs.,Population - Male,1596
KOSHI,Jhapa,Buddhashanti Gaunpalika,40-44 Yrs.,Population - Female,1858
KOSHI,Jhapa,Buddhashanti Gaunpalika,45-49 Yrs.,Population - Total,3051
KOSHI,Jhapa,Buddhashanti Gaunpalika,45-49 Yrs.,Population - Male,1430
KOSHI,Jhapa,Buddhashanti Gaunpalika,45-49 Yrs.,Population - Female,1621
KOSHI,Jhapa,Buddhashanti Gaunpalika,50-54 Yrs.,Population - Total,3179
KOSHI,Jhapa,Buddhashanti Gaunpalika,50-54 Yrs.,Population - Male,1543
KOSHI,Jhapa,Buddhashanti Gaunpalika,50-54 Yrs.,Population - Female,1636
KOSHI,Jhapa,Buddhashanti Gaunpalika,55-59 Yrs.,Population - Total,2423
KOSHI,Jhapa,Buddhashanti Gaunpalika,55-59 Yrs.,Population - Male,1212
KOSHI,Jhapa,Buddhashanti Gaunpalika,55-59 Yrs.,Population - Female,1211
KOSHI,Jhapa,Buddhashanti Gaunpalika,60-64 Yrs.,Population - Total,2033
KOSHI,Jhapa,Buddhashanti Gaunpalika,60-64 Yrs.,Population - Male,1061
KOSHI,Jhapa,Buddhashanti Gaunpalika,60-64 Yrs.,Population - Female,972
KOSHI,Jhapa,Buddhashanti Gaunpalika,65-69 Yrs.,Population - Total,1635
KOSHI,Jhapa,Buddhashanti Gaunpalika,65-69 Yrs.,Population - Male,801
KOSHI,Jhapa,Buddhashanti Gaunpalika,65-69 Yrs.,Population - Female,834
KOSHI,Jhapa,Buddhashanti Gaunpalika,70-74 Yrs.,Population - Total,1170
KOSHI,Jhapa,Buddhashanti Gaunpalika,70-74 Yrs.,Population - Male,576
KOSHI,Jhapa,Buddhashanti Gaunpalika,70-74 Yrs.,Population - Female,594
KOSHI,Jhapa,Buddhashanti Gaunpalika,75-79 Yrs.,Population - Total,781
KOSHI,Jhapa,Buddhashanti Gaunpalika,75-79 Yrs.,Population - Male,370
KOSHI,Jhapa,Buddhashanti Gaunpalika,75-79 Yrs.,Population - Female,411
KOSHI,Jhapa,Buddhashanti Gaunpalika,80-84 Yrs.,Population - Total,430
KOSHI,Jhapa,Buddhashanti Gaunpalika,80-84 Yrs.,Population - Male,218
KOSHI,Jhapa,Buddhashanti Gaunpalika,80-84 Yrs.,Population - Female,212
KOSHI,Jhapa,Buddhashanti Gaunpalika,85-89 Yrs.,Population - Total,208
KOSHI,Jhapa,Buddhashanti Gaunpalika,85-89 Yrs.,Population - Male,97
KOSHI,Jhapa,Buddhashanti Gaunpalika,85-89 Yrs.,Population - Female,111
KOSHI,Jhapa,Buddhashanti Gaunpalika,90-94 Yrs.,Population - Total,79
KOSHI,Jhapa,Buddhashanti Gaunpalika,90-94 Yrs.,Population - Male,47
KOSHI,Jhapa,Buddhashanti Gaunpalika,90-94 Yrs.,Population - Female,32
KOSHI,Jhapa,Buddhashanti Gaunpalika,95+ Yrs.,Population - Total,29
KOSHI,Jhapa,Buddhashanti Gaunpalika,95+ Yrs.,Population - Male,10
KOSHI,Jhapa,Buddhashanti Gaunpalika,95+ Yrs.,Population - Female,19
KOSHI,Jhapa,Arjundhara Municipality,All Ages,Population - Total,84018
KOSHI,Jhapa,Arjundhara Municipality,All Ages,Population - Male,40180
KOSHI,Jhapa,Arjundhara Municipality,All Ages,Population - Female,43838
KOSHI,Jhapa,Arjundhara Municipality,00-04 Yrs.,Population - Total,6162
KOSHI,Jhapa,Arjundhara Municipality,00-04 Yrs.,Population - Male,3225
KOSHI,Jhapa,Arjundhara Municipality,00-04 Yrs.,Population - Female,2937
KOSHI,Jhapa,Arjundhara Municipality,05-09 Yrs.,Population - Total,7380
KOSHI,Jhapa,Arjundhara Municipality,05-09 Yrs.,Population - Male,3819
KOSHI,Jhapa,Arjundhara Municipality,05-09 Yrs.,Population - Female,3561
KOSHI,Jhapa,Arjundhara Municipality,10-14 Yrs.,Population - Total,7236
KOSHI,Jhapa,Arjundhara Municipality,10-14 Yrs.,Population - Male,3690
KOSHI,Jhapa,Arjundhara Municipality,10-14 Yrs.,Population - Female,3546
KOSHI,Jhapa,Arjundhara Municipality,15-19 Yrs.,Population - Total,7674
KOSHI,Jhapa,Arjundhara Municipality,15-19 Yrs.,Population - Male,3841
KOSHI,Jhapa,Arjundhara Municipality,15-19 Yrs.,Population - Female,3833
KOSHI,Jhapa,Arjundhara Municipality,20-24 Yrs.,Population - Total,6850
KOSHI,Jhapa,Arjundhara Municipality,20-24 Yrs.,Population - Male,3060
KOSHI,Jhapa,Arjundhara Municipality,20-24 Yrs.,Population - Female,3790
KOSHI,Jhapa,Arjundhara Municipality,25-29 Yrs.,Population - Total,6836
KOSHI,Jhapa,Arjundhara Municipality,25-29 Yrs.,Population - Male,2843
KOSHI,Jhapa,Arjundhara Municipality,25-29 Yrs.,Population - Female,3993
KOSHI,Jhapa,Arjundhara Municipality,30-34 Yrs.,Population - Total,6941
KOSHI,Jhapa,Arjundhara Municipality,30-34 Yrs.,Population - Male,2937
KOSHI,Jhapa,Arjundhara Municipality,30-34 Yrs.,Population - Female,4004
KOSHI,Jhapa,Arjundhara Municipality,35-39 Yrs.,Population - Total,6769
KOSHI,Jhapa,Arjundhara Municipality,35-39 Yrs.,Population - Male,3058
KOSHI,Jhapa,Arjundhara Municipality,35-39 Yrs.,Population - Female,3711
KOSHI,Jhapa,Arjundhara Municipality,40-44 Yrs.,Population - Total,5947
KOSHI,Jhapa,Arjundhara Municipality,40-44 Yrs.,Population - Male,2851
KOSHI,Jhapa,Arjundhara Municipality,40-44 Yrs.,Population - Female,3096
KOSHI,Jhapa,Arjundhara Municipality,45-49 Yrs.,Population - Total,4581
KOSHI,Jhapa,Arjundhara Municipality,45-49 Yrs.,Population - Male,2212
KOSHI,Jhapa,Arjundhara Municipality,45-49 Yrs.,Population - Female,2369
KOSHI,Jhapa,Arjundhara Municipality,50-54 Yrs.,Population - Total,4557
KOSHI,Jhapa,Arjundhara Municipality,50-54 Yrs.,Population - Male,2237
KOSHI,Jhapa,Arjundhara Municipality,50-54 Yrs.,Population - Female,2320
KOSHI,Jhapa,Arjundhara Municipality,55-59 Yrs.,Population - Total,3464
KOSHI,Jhapa,Arjundhara Municipality,55-59 Yrs.,Population - Male,1666
KOSHI,Jhapa,Arjundhara Municipality,55-59 Yrs.,Population - Female,1798
KOSHI,Jhapa,Arjundhara Municipality,60-64 Yrs.,Population - Total,3057
KOSHI,Jhapa,Arjundhara Municipality,60-64 Yrs.,Population - Male,1475
KOSHI,Jhapa,Arjundhara Municipality,60-64 Yrs.,Population - Female,1582
KOSHI,Jhapa,Arjundhara Municipality,65-69 Yrs.,Population - Total,2439
KOSHI,Jhapa,Arjundhara Municipality,65-69 Yrs.,Population - Male,1206
KOSHI,Jhapa,Arjundhara Municipality,65-69 Yrs.,Population - Female,1233
KOSHI,Jhapa,Arjundhara Municipality,70-74 Yrs.,Population - Total,1733
KOSHI,Jhapa,Arjundhara Municipality,70-74 Yrs.,Population - Male,867
KOSHI,Jhapa,Arjundhara Municipality,70-74 Yrs.,Population - Female,866
KOSHI,Jhapa,Arjundhara Municipality,75-79 Yrs.,Population - Total,1201
KOSHI,Jhapa,Arjundhara Municipality,75-79 Yrs.,Population - Male,608
KOSHI,Jhapa,Arjundhara Municipality,75-79 Yrs.,Population - Female,593
KOSHI,Jhapa,Arjundhara Municipality,80-84 Yrs.,Population - Total,654
KOSHI,Jhapa,Arjundhara Municipality,80-84 Yrs.,Population - Male,325
KOSHI,Jhapa,Arjundhara Municipality,80-84 Yrs.,Population - Female,329
KOSHI,Jhapa,Arjundhara Municipality,85-89 Yrs.,Population - Total,355
KOSHI,Jhapa,Arjundhara Municipality,85-89 Yrs.,Population - Male,168
KOSHI,Jhapa,Arjundhara Municipality,85-89 Yrs.,Population - Female,187
KOSHI,Jhapa,Arjundhara Municipality,90-94 Yrs.,Population - Total,126
KOSHI,Jhapa,Arjundhara Municipality,90-94 Yrs.,Population - Male,64
KOSHI,Jhapa,Arjundhara Municipality,90-94 Yrs.,Population - Female,62
KOSHI,Jhapa,Arjundhara Municipality,95+ Yrs.,Population - Total,56
KOSHI,Jhapa,Arjundhara Municipality,95+ Yrs.,Population - Male,28
KOSHI,Jhapa,Arjundhara Municipality,95+ Yrs.,Population - Female,28
KOSHI,Jhapa,Kankai Municipality,All Ages,Population - Total,53148
KOSHI,Jhapa,Kankai Municipality,All Ages,Population - Male,25190
KOSHI,Jhapa,Kankai Municipality,All Ages,Population - Female,27958
KOSHI,Jhapa,Kankai Municipality,00-04 Yrs.,Population - Total,3821
KOSHI,Jhapa,Kankai Municipality,00-04 Yrs.,Population - Male,1984
KOSHI,Jhapa,Kankai Municipality,00-04 Yrs.,Population - Female,1837
KOSHI,Jhapa,Kankai Municipality,05-09 Yrs.,Population - Total,4965
KOSHI,Jhapa,Kankai Municipality,05-09 Yrs.,Population - Male,2555
KOSHI,Jhapa,Kankai Municipality,05-09 Yrs.,Population - Female,2410
KOSHI,Jhapa,Kankai Municipality,10-14 Yrs.,Population - Total,4785
KOSHI,Jhapa,Kankai Municipality,10-14 Yrs.,Population - Male,2443
KOSHI,Jhapa,Kankai Municipality,10-14 Yrs.,Population - Female,2342
KOSHI,Jhapa,Kankai Municipality,15-19 Yrs.,Population - Total,4783
KOSHI,Jhapa,Kankai Municipality,15-19 Yrs.,Population - Male,2345
KOSHI,Jhapa,Kankai Municipality,15-19 Yrs.,Population - Female,2438
KOSHI,Jhapa,Kankai Municipality,20-24 Yrs.,Population - Total,4200
KOSHI,Jhapa,Kankai Municipality,20-24 Yrs.,Population - Male,1897
KOSHI,Jhapa,Kankai Municipality,20-24 Yrs.,Population - Female,2303
KOSHI,Jhapa,Kankai Municipality,25-29 Yrs.,Population - Total,4103
KOSHI,Jhapa,Kankai Municipality,25-29 Yrs.,Population - Male,1656
KOSHI,Jhapa,Kankai Municipality,25-29 Yrs.,Population - Female,2447
KOSHI,Jhapa,Kankai Municipality,30-34 Yrs.,Population - Total,4000
