Area (level 1),Area (level 2),Area (level 3),sex,Indicator,Value
KOSHI,Sunsari,Dewangunj Gaunpalika,Total,Total,39030
KOSHI,Sunsari,Dewangunj Gaunpalika,Total,Relation of  household head - Household head,7805
KOSHI,Sunsari,Dewangunj Gaunpalika,Total,Relation of  household head - Husband/ Wife,6529
KOSHI,Sunsari,Dewangunj Gaunpalika,Total,Relation of  household head - Son / Daughter in Law,11806
KOSHI,Sunsari,Dewangunj Gaunpalika,Total,Relation of  household head - Daughter/ Son in Law,6552
KOSHI,Sunsari,Dewangunj Gaunpalika,Total,Relation of  household head - Father/ Mother,1432
KOSHI,Sunsari,Dewangunj Gaunpalika,Total,Relation of  household head - Father in Law/ Mother in Law,137
KOSHI,Sunsari,Dewangunj Gaunpalika,Total,Relation of  household head - Brother/ Sister,462
KOSHI,Sunsari,Dewangunj Gaunpalika,Total,Relation of  household head - Grand Son/ Grand Daugher,3938
KOSHI,Sunsari,Dewangunj Gaunpalika,Total,Relation of  household head - Other Relative,325
KOSHI,Sunsari,Dewangunj Gaunpalika,Total,Relation of  household head - Domestic Helper,4
KOSHI,Sunsari,Dewangunj Gaunpalika,Total,Relation of  household head - Not Related,40
KOSHI,Sunsari,Dewangunj Gaunpalika,Total,Relation of  household head - Not Stated,0
KOSHI,Sunsari,Dewangunj Gaunpalika,Male,Total,19488
KOSHI,Sunsari,Dewangunj Gaunpalika,Male,Relation of  household head - Household head,6699
KOSHI,Sunsari,Dewangunj Gaunpalika,Male,Relation of  household head - Husband/ Wife,192
KOSHI,Sunsari,Dewangunj Gaunpalika,Male,Relation of  household head - Son / Daughter in Law,9579
KOSHI,Sunsari,Dewangunj Gaunpalika,Male,Relation of  household head - Daughter/ Son in Law,27
KOSHI,Sunsari,Dewangunj Gaunpalika,Male,Relation of  household head - Father/ Mother,459
KOSHI,Sunsari,Dewangunj Gaunpalika,Male,Relation of  household head - Father in Law/ Mother in Law,49
KOSHI,Sunsari,Dewangunj Gaunpalika,Male,Relation of  household head - Brother/ Sister,300
KOSHI,Sunsari,Dewangunj Gaunpalika,Male,Relation of  household head - Grand Son/ Grand Daugher,2045
KOSHI,Sunsari,Dewangunj Gaunpalika,Male,Relation of  household head - Other Relative,102
KOSHI,Sunsari,Dewangunj Gaunpalika,Male,Relation of  household head - Domestic Helper,3
KOSHI,Sunsari,Dewangunj Gaunpalika,Male,Relation of  household head - Not Related,33
KOSHI,Sunsari,Dewangunj Gaunpalika,Male,Relation of  household head - Not Stated,0
KOSHI,Sunsari,Dewangunj Gaunpalika,Female,Total,19542
KOSHI,Sunsari,Dewangunj Gaunpalika,Female,Relation of  household head - Household head,1106
KOSHI,Sunsari,Dewangunj Gaunpalika,Female,Relation of  household head - Husband/ Wife,6337
KOSHI,Sunsari,Dewangunj Gaunpalika,Female,Relation of  household head - Son / Daughter in Law,2227
KOSHI,Sunsari,Dewangunj Gaunpalika,Female,Relation of  household head - Daughter/ Son in Law,6525
KOSHI,Sunsari,Dewangunj Gaunpalika,Female,Relation of  household head - Father/ Mother,973
KOSHI,Sunsari,Dewangunj Gaunpalika,Female,Relation of  household head - Father in Law/ Mother in Law,88
KOSHI,Sunsari,Dewangunj Gaunpalika,Female,Relation of  household head - Brother/ Sister,162
KOSHI,Sunsari,Dewangunj Gaunpalika,Female,Relation of  household head - Grand Son/ Grand Daugher,1893
KOSHI,Sunsari,Dewangunj Gaunpalika,Female,Relation of  household head - Other Relative,223
KOSHI,Sunsari,Dewangunj Gaunpalika,Female,Relation of  household head - Domestic Helper,1
KOSHI,Sunsari,Dewangunj Gaunpalika,Female,Relation of  household head - Not Related,7
KOSHI,Sunsari,Dewangunj Gaunpalika,Female,Relation of  household head - Not Stated,0
KOSHI,Sunsari,Barju Gaunpalika,Total,Total,36249
KOSHI,Sunsari,Barju Gaunpalika,Total,Relation of  household head - Household head,7922
KOSHI,Sunsari,Barju Gaunpalika,Total,Relation of  household head - Husband/ Wife,6867
KOSHI,Sunsari,Barju Gaunpalika,Total,Relation of  household head - Son / Daughter in Law,10364
KOSHI,Sunsari,Barju Gaunpalika,Total,Relation of  household head - Daughter/ Son in Law,5706
KOSHI,Sunsari,Barju Gaunpalika,Total,Relation of  household head - Father/ Mother,1381
KOSHI,Sunsari,Barju Gaunpalika,Total,Relation of  household head - Father in Law/ Mother in Law,243
KOSHI,Sunsari,Barju Gaunpalika,Total,Relation of  household head - Brother/ Sister,358
KOSHI,Sunsari,Barju Gaunpalika,Total,Relation of  household head - Grand Son/ Grand Daugher,3079
KOSHI,Sunsari,Barju Gaunpalika,Total,Relation of  household head - Other Relative,295
KOSHI,Sunsari,Barju Gaunpalika,Total,Relation of  household head - Domestic Helper,5
KOSHI,Sunsari,Barju Gaunpalika,Total,Relation of  household head - Not Related,29
KOSHI,Sunsari,Barju Gaunpalika,Total,Relation of  household head - Not Stated,0
KOSHI,Sunsari,Barju Gaunpalika,Male,Total,18169
KOSHI,Sunsari,Barju Gaunpalika,Male,Relation of  household head - Household head,6315
KOSHI,Sunsari,Barju Gaunpalika,Male,Relation of  household head - Husband/ Wife,842
KOSHI,Sunsari,Barju Gaunpalika,Male,Relation of  household head - Son / Daughter in Law,8377
KOSHI,Sunsari,Barju Gaunpalika,Male,Relation of  household head - Daughter/ Son in Law,71
KOSHI,Sunsari,Barju Gaunpalika,Male,Relation of  household head - Father/ Mother,499
KOSHI,Sunsari,Barju Gaunpalika,Male,Relation of  household head - Father in Law/ Mother in Law,89
KOSHI,Sunsari,Barju Gaunpalika,Male,Relation of  household head - Brother/ Sister,233
KOSHI,Sunsari,Barju Gaunpalika,Male,Relation of  household head - Grand Son/ Grand Daugher,1628
KOSHI,Sunsari,Barju Gaunpalika,Male,Relation of  household head - Other Relative,84
KOSHI,Sunsari,Barju Gaunpalika,Male,Relation of  household head - Domestic Helper,4
KOSHI,Sunsari,Barju Gaunpalika,Male,Relation of  household head - Not Related,27
KOSHI,Sunsari,Barju Gaunpalika,Male,Relation of  household head - Not Stated,0
KOSHI,Sunsari,Barju Gaunpalika,Female,Total,18080
KOSHI,Sunsari,Barju Gaunpalika,Female,Relation of  household head - Household head,1607
KOSHI,Sunsari,Barju Gaunpalika,Female,Relation of  household head - Husband/ Wife,6025
KOSHI,Sunsari,Barju Gaunpalika,Female,Relation of  household head - Son / Daughter in Law,1987
KOSHI,Sunsari,Barju Gaunpalika,Female,Relation of  household head - Daughter/ Son in Law,5635
KOSHI,Sunsari,Barju Gaunpalika,Female,Relation of  household head - Father/ Mother,882
KOSHI,Sunsari,Barju Gaunpalika,Female,Relation of  household head - Father in Law/ Mother in Law,154
KOSHI,Sunsari,Barju Gaunpalika,Female,Relation of  household head - Brother/ Sister,125
KOSHI,Sunsari,Barju Gaunpalika,Female,Relation of  household head - Grand Son/ Grand Daugher,1451
KOSHI,Sunsari,Barju Gaunpalika,Female,Relation of  household head - Other Relative,211
KOSHI,Sunsari,Barju Gaunpalika,Female,Relation of  household head - Domestic Helper,1
KOSHI,Sunsari,Barju Gaunpalika,Female,Relation of  household head - Not Related,2
KOSHI,Sunsari,Barju Gaunpalika,Female,Relation of  household head - Not Stated,0
KOSHI,Sunsari,INSTITUTIONAL,Total,Total,5716
KOSHI,Sunsari,INSTITUTIONAL,Total,Relation of  household head - Household head,138
KOSHI,Sunsari,INSTITUTIONAL,Total,Relation of  household head - Husband/ Wife,21
KOSHI,Sunsari,INSTITUTIONAL,Total,Relation of  household head - Son / Daughter in Law,44
KOSHI,Sunsari,INSTITUTIONAL,Total,Relation of  household head - Daughter/ Son in Law,21
KOSHI,Sunsari,INSTITUTIONAL,Total,Relation of  household head - Father/ Mother,1
KOSHI,Sunsari,INSTITUTIONAL,Total,Relation of  household head - Father in Law/ Mother in Law,0
KOSHI,Sunsari,INSTITUTIONAL,Total,Relation of  household head - Brother/ Sister,1
KOSHI,Sunsari,INSTITUTIONAL,Total,Relation of  household head - Grand Son/ Grand Daugher,0
KOSHI,Sunsari,INSTITUTIONAL,Total,Relation of  household head - Other Relative,48
KOSHI,Sunsari,INSTITUTIONAL,Total,Relation of  household head - Domestic Helper,5
KOSHI,Sunsari,INSTITUTIONAL,Total,Relation of  household head - Not Related,5437
KOSHI,Sunsari,INSTITUTIONAL,Total,Relation of  household head - Not Stated,0
KOSHI,Sunsari,INSTITUTIONAL,Male,Total,5049
KOSHI,Sunsari,INSTITUTIONAL,Male,Relation of  household head - Household head,110
KOSHI,Sunsari,INSTITUTIONAL,Male,Relation of  household head - Husband/ Wife,1
KOSHI,Sunsari,INSTITUTIONAL,Male,Relation of  household head - Son / Daughter in Law,44
KOSHI,Sunsari,INSTITUTIONAL,Male,Relation of  household head - Daughter/ Son in Law,0
KOSHI,Sunsari,INSTITUTIONAL,Male,Relation of  household head - Father/ Mother,0
KOSHI,Sunsari,INSTITUTIONAL,Male,Relation of  household head - Father in Law/ Mother in Law,0
KOSHI,Sunsari,INSTITUTIONAL,Male,Relation of  household head - Brother/ Sister,1
KOSHI,Sunsari,INSTITUTIONAL,Male,Relation of  household head - Grand Son/ Grand Daugher,0
KOSHI,Sunsari,INSTITUTIONAL,Male,Relation of  household head - Other Relative,31
KOSHI,Sunsari,INSTITUTIONAL,Male,Relation of  household head - Domestic Helper,4
KOSHI,Sunsari,INSTITUTIONAL,Male,Relation of  household head - Not Related,4858
KOSHI,Sunsari,INSTITUTIONAL,Male,Relation of  household head - Not Stated,0
KOSHI,Sunsari,INSTITUTIONAL,Female,Total,667
KOSHI,Sunsari,INSTITUTIONAL,Female,Relation of  household head - Household head,28
KOSHI,Sunsari,INSTITUTIONAL,Female,Relation of  household head - Husband/ Wife,20
KOSHI,Sunsari,INSTITUTIONAL,Female,Relation of  household head - Son / Daughter in Law,0
KOSHI,Sunsari,INSTITUTIONAL,Female,Relation of  household head - Daughter/ Son in Law,21
KOSHI,Sunsari,INSTITUTIONAL,Female,Relation of  household head - Father/ Mother,1
KOSHI,Sunsari,INSTITUTIONAL,Female,Relation of  household head - Father in Law/ Mother in Law,0
KOSHI,Sunsari,INSTITUTIONAL,Female,Relation of  household head - Brother/ Sister,0
KOSHI,Sunsari,INSTITUTIONAL,Female,Relation of  household head - Grand Son/ Grand Daugher,0
KOSHI,Sunsari,INSTITUTIONAL,Female,Relation of  household head - Other Relative,17
KOSHI,Sunsari,INSTITUTIONAL,Female,Relation of  household head - Domestic Helper,1
KOSHI,Sunsari,INSTITUTIONAL,Female,Relation of  household head - Not Related,579
KOSHI,Sunsari,INSTITUTIONAL,Female,Relation of  household head - Not Stated,0
KOSHI,Udayapur,,Total,Total,340721
KOSHI,Udayapur,,Total,Relation of  household head - Household head,81089
KOSHI,Udayapur,,Total,Relation of  household head - Husband/ Wife,57726
KOSHI,Udayapur,,Total,Relation of  household head - Son / Daughter in Law,94952
KOSHI,Udayapur,,Total,Relation of  household head - Daughter/ Son in Law,57024
KOSHI,Udayapur,,Total,Relation of  household head - Father/ Mother,8244
KOSHI,Udayapur,,Total,Relation of  household head - Father in Law/ Mother in Law,3060
KOSHI,Udayapur,,Total,Relation of  household head - Brother/ Sister,5131
KOSHI,Udayapur,,Total,Relation of  household head - Grand Son/ Grand Daugher,26811
KOSHI,Udayapur,,Total,Relation of  household head - Other Relative,4507
KOSHI,Udayapur,,Total,Relation of  household head - Domestic Helper,204
KOSHI,Udayapur,,Total,Relation of  household head - Not Related,1973
KOSHI,Udayapur,,Total,Relation of  household head - Not Stated,0
KOSHI,Udayapur,,Male,Total,163738
KOSHI,Udayapur,,Male,Relation of  household head - Household head,53042
KOSHI,Udayapur,,Male,Relation of  household head - Husband/ Wife,9208
KOSHI,Udayapur,,Male,Relation of  household head - Son / Daughter in Law,77290
KOSHI,Udayapur,,Male,Relation of  household head - Daughter/ Son in Law,371
KOSHI,Udayapur,,Male,Relation of  household head - Father/ Mother,2458
KOSHI,Udayapur,,Male,Relation of  household head - Father in Law/ Mother in Law,1013
KOSHI,Udayapur,,Male,Relation of  household head - Brother/ Sister,2723
KOSHI,Udayapur,,Male,Relation of  household head - Grand Son/ Grand Daugher,13870
KOSHI,Udayapur,,Male,Relation of  household head - Other Relative,1870
KOSHI,Udayapur,,Male,Relation of  household head - Domestic Helper,165
KOSHI,Udayapur,,Male,Relation of  household head - Not Related,1728
KOSHI,Udayapur,,Male,Relation of  household head - Not Stated,0
KOSHI,Udayapur,,Female,Total,176983
KOSHI,Udayapur,,Female,Relation of  household head - Household head,28047
KOSHI,Udayapur,,Female,Relation of  household head - Husband/ Wife,48518
KOSHI,Udayapur,,Female,Relation of  household head - Son / Daughter in Law,17662
KOSHI,Udayapur,,Female,Relation of  household head - Daughter/ Son in Law,56653
KOSHI,Udayapur,,Female,Relation of  household head - Father/ Mother,5786
KOSHI,Udayapur,,Female,Relation of  household head - Father in Law/ Mother in Law,2047
KOSHI,Udayapur,,Female,Relation of  household head - Brother/ Sister,2408
KOSHI,Udayapur,,Female,Relation of  household head - Grand Son/ Grand Daugher,12941
KOSHI,Udayapur,,Female,Relation of  household head - Other Relative,2637
KOSHI,Udayapur,,Female,Relation of  household head - Domestic Helper,39
KOSHI,Udayapur,,Female,Relation of  household head - Not Related,245
KOSHI,Udayapur,,Female,Relation of  household head - Not Stated,0
KOSHI,Udayapur,Belaka Municipality,Total,Total,51043
KOSHI,Udayapur,Belaka Municipality,Total,Relation of  household head - Household head,12158
KOSHI,Udayapur,Belaka Municipality,Total,Relation of  household head - Husband/ Wife,8604
KOSHI,Udayapur,Belaka Municipality,Total,Relation of  household head - Son / Daughter in Law,14368
KOSHI,Udayapur,Belaka Municipality,Total,Relation of  household head - Daughter/ Son in Law,8567
KOSHI,Udayapur,Belaka Municipality,Total,Relation of  household head - Father/ Mother,1369
KOSHI,Udayapur,Belaka Municipality,Total,Relation of  household head - Father in Law/ Mother in Law,633
KOSHI,Udayapur,Belaka Municipality,Total,Relation of  household head - Brother/ Sister,745
KOSHI,Udayapur,Belaka Municipality,Total,Relation of  household head - Grand Son/ Grand Daugher,3745
KOSHI,Udayapur,Belaka Municipality,Total,Relation of  household head - Other Relative,751
KOSHI,Udayapur,Belaka Municipality,Total,Relation of  household head - Domestic Helper,20
KOSHI,Udayapur,Belaka Municipality,Total,Relation of  household head - Not Related,83
KOSHI,Udayapur,Belaka Municipality,Total,Relation of  household head - Not Stated,0
KOSHI,Udayapur,Belaka Municipality,Male,Total,24400
KOSHI,Udayapur,Belaka Municipality,Male,Relation of  household head - Household head,7517
KOSHI,Udayapur,Belaka Municipality,Male,Relation of  household head - Husband/ Wife,1696
KOSHI,Udayapur,Belaka Municipality,Male,Relation of  household head - Son / Daughter in Law,11792
KOSHI,Udayapur,Belaka Municipality,Male,Relation of  household head - Daughter/ Son in Law,55
KOSHI,Udayapur,Belaka Municipality,Male,Relation of  household head - Father/ Mother,439
KOSHI,Udayapur,Belaka Municipality,Male,Relation of  household head - Father in Law/ Mother in Law,222
KOSHI,Udayapur,Belaka Municipality,Male,Relation of  household head - Brother/ Sister,372
KOSHI,Udayapur,Belaka Municipality,Male,Relation of  household head - Grand Son/ Grand Daugher,1915
KOSHI,Udayapur,Belaka Municipality,Male,Relation of  household head - Other Relative,307
KOSHI,Udayapur,Belaka Municipality,Male,Relation of  household head - Domestic Helper,18
KOSHI,Udayapur,Belaka Municipality,Male,Relation of  household head - Not Related,67
KOSHI,Udayapur,Belaka Municipality,Male,Relation of  household head - Not Stated,0
KOSHI,Udayapur,Belaka Municipality,Female,Total,26643
KOSHI,Udayapur,Belaka Municipality,Female,Relation of  household head - Household head,4641
KOSHI,Udayapur,Belaka Municipality,Female,Relation of  household head - Husband/ Wife,6908
KOSHI,Udayapur,Belaka Municipality,Female,Relation of  household head - Son / Daughter in Law,2576
KOSHI,Udayapur,Belaka Municipality,Female,Relation of  household head - Daughter/ Son in Law,8512
KOSHI,Udayapur,Belaka Municipality,Female,Relation of  household head - Father/ Mother,930
KOSHI,Udayapur,Belaka Municipality,Female,Relation of  household head - Father in Law/ Mother in Law,411
KOSHI,Udayapur,Belaka Municipality,Female,Relation of  household head - Brother/ Sister,373
KOSHI,Udayapur,Belaka Municipality,Female,Relation of  household head - Grand Son/ Grand Daugher,1830
KOSHI,Udayapur,Belaka Municipality,Female,Relation of  household head - Other Relative,444
KOSHI,Udayapur,Belaka Municipality,Female,Relation of  household head - Domestic Helper,2
KOSHI,Udayapur,Belaka Municipality,Female,Relation of  household head - Not Related,16
KOSHI,Udayapur,Belaka Municipality,Female,Relation of  household head - Not Stated,0
KOSHI,Udayapur,Chaudandigadhi Municipality,Total,Total,53631
KOSHI,Udayapur,Chaudandigadhi Municipality,Total,Relation of  household head - Household head,12703
KOSHI,Udayapur,Chaudandigadhi Municipality,Total,Relation of  household head - Husband/ Wife,8717
KOSHI,Udayapur,Chaudandigadhi Municipality,Total,Relation of  household head - Son / Daughter in Law,14938
KOSHI,Udayapur,Chaudandigadhi Municipality,Total,Relation of  household head - Daughter/ Son in Law,8702
KOSHI,Udayapur,Chaudandigadhi Municipality,Total,Relation of  household head - Father/ Mother,1289
KOSHI,Udayapur,Chaudandigadhi Municipality,Total,Relation of  household head - Father in Law/ Mother in Law,546
KOSHI,Udayapur,Chaudandigadhi Municipality,Total,Relation of  household head - Brother/ Sister,771
KOSHI,Udayapur,Chaudandigadhi Municipality,Total,Relation of  household head - Grand Son/ Grand Daugher,4995
KOSHI,Udayapur,Chaudandigadhi Municipality,Total,Relation of  household head - Other Relative,862
KOSHI,Udayapur,Chaudandigadhi Municipality,Total,Relation of  household head - Domestic Helper,44
KOSHI,Udayapur,Chaudandigadhi Municipality,Total,Relation of  household head - Not Related,64
KOSHI,Udayapur,Chaudandigadhi Municipality,Total,Relation of  household head - Not Stated,0
KOSHI,Udayapur,Chaudandigadhi Municipality,Male,Total,25157
KOSHI,Udayapur,Chaudandigadhi Municipality,Male,Relation of  household head - Household head,7880
KOSHI,Udayapur,Chaudandigadhi Municipality,Male,Relation of  household head - Husband/ Wife,1528
